year,id,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,bm,ccnl,egdp,hdmsp,hviirs,viirs,viirsl
2000,370000,山东省,8542.44,1268.57,4244.4,3029.47,14.8502,49.686,35.4638,9555,2498976,1552884,946092,2531.1,,,8998,,,2040572,2401.6,70686,70579,,928097.2604,1.23E+11,1644190.918,,,184386.4533
2000,650000,新疆维吾尔自治区,1364.36,288.18,586.84,489.34,21.122,43.0121,35.8659,7470,226404,120413,105991,610.39,,,1849,,,700996,2309.9,34585,32295,,324710.94,1.34E+11,590418.4039,,,111660.2355
2000,350000,福建省,3920.07,640.57,1711.16,1568.34,16.3408,43.6513,40.008,11601,2122046,1290607,831439,1112.2,,,3410,,,664183,873.9,51073,42512,,301008.7826,48283334756,535525.8314,,,54308.62288
2000,130000,河北省,5088.96,824.55,2559.96,1704.45,16.2027,50.3042,33.4931,7663,523862,371000,152862,1816.79,,,6674,,,1241219,3631.9,59152,56776,,719306.355,91512335845,1300068.184,,,120924.676
2000,140000,山西省,1643.81,179.86,827.59,636.36,10.9417,50.3458,38.7125,5137,176438,123687,52751,548.16,,,3248,,,784075,2510.8,55408,52767,,462548.8477,71797537510,831753.651,,,98866.05127
2000,310000,上海市,4551.15,83.2,2163.68,2304.27,1.8281,47.5414,50.6305,34547,5470802,2535233,2935569,1869.38,,,1641,,,934083,256.5,4325,4325,,194691.5872,35740897612,270550.7882,,,171679.3692
2000,410000,河南省,5137.66,1161.58,2413.78,1562.3,22.6091,46.9821,30.4088,5444,228290,149578,78712,1377.74,,,9488,,,1817134,2353.1,64453,62192,,524955.4617,75129293511,945025.7373,,,79290.0987
2001,110000,北京市,3710.52,93.08,1030.6,1721.97,3.3,36.2,60.5,25523,5149809,1177236,3972572,1513.32,,,1383,,,,1160.6,13891,13445,,276735.3736,41928587980,406469.3216,,,239954.4632
2001,310000,上海市,5210.12,85.5,2355.53,2509.81,1.7,47.6,50.7,37382,6088332,2762133,3326199,2004.64,,,1614,,,,256.5,6078,5585,,193246.8075,37191014542,279829.4235,,,145538.7631
2001,500000,重庆市,1765.68,293.03,727.66,729.08,16.7,41.6,41.7,5654,183391,110255,73136,697.03,,,3097,,,,632.6,30654,21405,,81076.84792,17222526934,146416.2941,,,15309.40517
2001,120000,天津市,1919.09,78.55,904.64,856.91,4.2688,49.1625,46.5687,20154,1816714,948719,867995,705,,,1004,,,,697.2,9647,9067,,206080.5644,30951804893,328441.0706,,,134031.0355
2001,460000,海南省,558.4137,201.79,111.25,232.92,37,20.4,42.7,7135,174692,79785,94908,213.32,,,796,,,,219,20667,11483,,77051.23701,10970064005,138373.6627,,,12134.71331
2001,230000,黑龙江省,3390.13,409.3,1998.74,1152.96,11.494,56.1286,32.3774,9349,338392,161166,177226,963.58,,,3811,,,,5503.2,62979,57762,,583442.4046,80845846230,1091651.435,,,170696.6995
2001,430000,湖南省,3831.9,825.73,1573,1584.27,20.7,39.5,39.8,6054,275792,175294,100498,1174.3,,,6596,,,,2757.9,66593,36800,,175425.8865,33887068910,324445.6157,,,17973.42579
2001,150000,内蒙古自治区,1713.81,358.89,626.47,560.43,23.2173,40.5275,36.2552,6463,203462,62698,140765,503.63,,,2377,,,,6038.2,70408,60234,,275683.9524,1.02E+11,518340.7647,,,86808.62267
2001,130000,河北省,5516.76,913.9,2767.41,1896.47,16.4,49.6,34,8362,573181,395474,177708,1912.53,,,6699,,,,4570.9,62615,53257,,824333.1288,95853719094,1524264.647,,,156992.5699
2001,610000,陕西省,2010.62,287.24,816.34,740.69,15.6,44.3,40.2,5024,206066,110778,95287,773.43,,,3659,,,,2873.8,45273,39300,,273283.5161,50588003775,477953.8627,,,48171.98523
2001,540000,西藏自治区,146.0352,37.47,32.18,69.08,27,23.2,49.8,5307,9291,8237,1054,83.26,,,263,,,,,35537,7196,,12368.58015,61497331963,22572.30196,,,3697.799401
2001,370000,山东省,9195.036,1359.49,4654.51,3424.31,14.4,49.3,36.3,10465,2894979,1811694,1083285,2788.68,,,9041,,,,2855.4,71128,70963,,1059595.838,1.30E+11,1902591.431,,,249543.2455
2001,530000,云南省,2138.31,450.54,881.49,742.68,21.7,42.5,35.8,4866,198832,124400,74432,738.45,,,4287,,,,1946.3,163953,106396,,252844.7968,54756018820,443085.8706,,,69696.66962
2001,650000,新疆维吾尔自治区,1491.6,288.12,630.37,566.99,19.4,42.4,38.2,7913,176864,66837,110027,706,,,1876,,,,2774.4,80947,61506,,330985.3072,1.40E+11,577317.0235,,,144059.5268
2001,210000,辽宁省,5033.08,544.44,2440.55,2048.09,10.8172,48.4902,40.6926,12041,1979199,1099969,879230,1421.19,,,4194,,,,3782.8,46603,46309,,577168.1319,67326608789,1078744.078,,,233031.9001
2001,330000,浙江省,6898.3388,695.15,3459.75,2593.25,10.3,51.3,38.4,14655,3279667,2297428,982239,2834.94,,,4613,,,,1220.8,44005,41072,,468292.9079,83209678724,834402.3647,,,103705.0039
2001,440000,广东省,12039.2536,1004.35,5341.6086,4301.7521,9.4325,50.1667,40.4007,13730,17648675,9542085,8106590,3484.43,,,7783,,,,1923.2,104798,93833,,980291.4872,1.78E+11,1575669.161,,,567329.9081
2001,630000,青海省,300.13,42.79,132.18,125.98,14.2183,43.9209,41.8608,5735,20490,14913,5577,196.35,,,523,,,,1297,23328,17424,,40433.92218,41413343067,76573.27059,,,12239.48239
2001,320000,江苏省,9456.84,1082.43,4907.46,3522.02,11.4,51.6,37,12922,5134775,2886988,2247787,2823.2,,,7355,,,,897.7,58866,48587,,648750.2801,1.34E+11,1149809.314,,,112856.5863
2001,640000,宁夏回族自治区,337.4447,49.57,134.37,114.44,16.6,45,38.4,5340,53273,35180,18093,191.08,,,563,,,,786.6,10899,10723,,65847.06765,12633204351,122163.8863,,,15397.20845
2001,410000,河南省,5533.01,1234.34,2659.04,1746.73,21.885,47.1452,31.0028,5924,278047,170361,107686,1544.06,,,9555,,,,3593.9,69041,63437,,580456.8662,78377423118,1084366.549,,,86078.48029
2001,510000,四川省,4293.491,981.68,1756.86,1683.22,22.2,39.7,38.1,5250,309878,158234,151644,1617.52,,,8640,,,,2505.2,108724,72063,,231479.1359,58888188083,443533.702,,,39023.36655
2001,520000,贵州省,1133.27,274.17,419.74,390.99,25.2715,38.6893,36.0393,2895,64642,42174,22468,536.01,,,3799,,,,1643.7,34617,24625,,92049.61214,21535022444,168736.3451,,,9598.656022
2001,220000,吉林省,2120.35,409.1,880.84,742.54,20.1281,43.3382,36.5337,7640,320671,146155,174517,701.7,,,2691,,,,3561.6,39747,36964,,314595.5392,42307075653,576691.4118,,,106904.5159
2001,620000,甘肃省,1125.3728,207.05,481.07,384.39,19.3052,44.8546,35.8402,4163,77825,47568,30256,460.37,,,2575,,,,2664.8,39844,30283,,146205.5759,40639886381,279717.4471,,,43767.56731
2001,140000,山西省,2029.53,171.09,917.98,690.9,9.6,51.6,38.8,5460,193900,146626,47274,663.58,,,3272,,,,3050.2,56993,54529,,514561.3201,74785702888,892880.0784,,,116106.2786
2001,340000,安徽省,3246.7146,750.07,1415.32,1124.74,22.7976,43.0171,34.1853,5221,361515,228191,133324,893.37,,,6328,,,,2220.4,65807,59797,,233811.9953,46091416407,456778.1529,,,28596.92825
2001,420000,湖北省,3880.53,692.17,2313.66,1656.45,14.8,49.6,35.5,7813,357720,179679,178041,1486.55,,,5975,,,,2212.5,85757,66048,,235193.6276,43723571506,431513.5608,,,31598.91173
2001,350000,福建省,4072.85,651.11,1904.21,1698.36,15.3,44.8,39.9,12362,2262240,1392124,870116,1172.91,,,3440,,,,1284.8,53547,40666,,319119.9572,50586443148,552946.7294,,,78667.82335
2001,360000,江西省,2175.68,506,788.12,881.56,23.3,36.2,40.5,5221,153096,103908,49188,631.84,,,4186,,,,2415.3,60314,35093,,111376.6037,26089140547,221487.4863,,,13507.64484
2001,450000,广西壮族自治区,2279.34,562.52,791.85,876.82,25.2,35.5,39.3,4668,179700,123534,56167,655.63,,,4788,,,,2710.7,54752,40192,,196839.1329,36395761908,398773.1216,,,25727.63003
2002,310000,上海市,5741.03,88.24,2564.69,2755.83,1.63,47.42,50.95,40646,7262711,3203739,4058972,2213.72,,,1625,,,2331,256.5,6286,6024,,242768.8965,40802984748,324075.9647,,,272446.4855
2002,110000,北京市,4330.4,98.05,1116.53,1998.13,3.05,34.75,62.19,28449,5250529,1261386,3989142,1796.14,,,1423,,,2713,1138.1,14359,13940,,301845.1468,45126071942,412311.2667,,,272287.8358
2002,500000,重庆市,1990.01,315.78,827.55,827.97,16.02,41.98,42,6347,179307,109101,70206,899.26,,,3107,,,965,718.2,31060,21936,,109593.9462,19243895709,193224.8667,,,32230.40926
2002,120000,天津市,2150.76,84,1001.9,965.26,4.1,48.85,47.06,22380,2281140,1163169,1117972,807.51,,,1007,,,1006,681.6,9696,9126,,218458.5155,33106163693,321346.3333,,,148275.7699
2002,520000,贵州省,1243.43,280.83,474.68,429.53,23.7,40.1,36.2,3153,69147,44183,24964,632.97,,,3837,,,1202,1892.8,44220,30504,,103788.4862,23281512869,178870.9333,,,14398.62843
2002,450000,广西壮族自治区,2523.73,595.68,863.96,995.72,24.3,35.2,40.5,5099,243049,150746,92303,750.33,,,4822,,,1535,2745.2,56297,42155,,204540.8611,38962186120,371165.1608,,,31536.9929
2002,130000,河北省,6018.28,957.01,3046,2119.52,15.6,49.8,34.6,9115,666525,459411,207114,2020.38,,,6735,,,2933,4585.7,63079,53995,,839689.1995,1.03E+11,1461180.275,,,219746.069
2002,320000,江苏省,10606.85,1119.12,5550.98,3961.65,10.5,52.2,37.3,14391,7028854,3846512,3182342,3450.12,,,7381,,,2656,1340.4,60141,49959,,839143.2187,1.54E+11,1449837.914,,,290227.3087
2002,530000,云南省,2312.82,470.5,951.48,810.34,21.1,42.6,36.3,5179,222676,142971,79705,814.61,,,4333,,,766,2371.4,164852,107615,,279155.4622,58713331657,496328.7176,,,89451.9836
2002,540000,西藏自治区,166.5583,39.68,32.93,88.81,24.6,20.4,55,6093,13037,8112,4925,106.58,,,267,,,19,,39760,8357,,14861.89402,64272599585,24417.21176,,,6630.3621
2002,610000,陕西省,2253.39,303.79,925.78,806.39,14.9,45.5,39.6,5523,222403,137603,84800,915.35,,,3674,,,1354,2885.1,46564,40800,,303186.7015,54992115629,532544.1373,,,90441.93389
2002,140000,山西省,2324.8,197.8,1083.79,735.95,9.8,53.7,36.5,6146,231154,166161,64993,813.36,,,3294,,,1398,3050.5,59611,57250,,537490.2354,79981145451,895657.8471,,,166582.1453
2002,150000,内蒙古自治区,1940.94,374.69,728.34,631.28,21.6,42,36.4,7241,243402,80667,162736,707.91,,,2379,,,1255,6192.6,72673,63000,,293968.6135,1.08E+11,490366.5725,,,127365.9153
2002,440000,广东省,13502.4249,1032.8,5935.63,4801.3,8.8,50.4,40.8,15030,22109631,11846274,10263357,3850.78,,,7859,,,3693,2108.2,108538,97711,,1037196.228,1.90E+11,1597054.655,,,488765.5662
2002,620000,甘肃省,1232.0302,214.45,530.36,416.62,18.4,45.7,35.9,4493,87740,54891,32849,526.21,,,2593,,,727,2317.4,40223,30806,,161060.3862,43513770594,283616.3176,,,63767.22185
2002,430000,湖南省,4151.54,847.25,1737.2,1756.49,19.5,40,40.5,6565,287584,179528,108055,1347.96,,,6629,,,2670,2758,84808,38433,,215994.8682,37084225592,376967.5176,,,29460.43054
2002,420000,湖北省,4212.82,707,2446.05,1822.58,14.2,49.2,36.6,8319,395314,209826,185488,1605.06,,,5988,,,2174,2388.9,86098,67290,,289953.0307,47014785273,504887.1098,,,73042.2326
2002,340000,安徽省,3519.7195,772.55,1552.21,1244.34,21.6,43.5,34.9,5817,418097,245313,172784,1074.46,,,6338,,,1554,2219.7,67547,61406,,304213.9524,50509722614,570780.3608,,,63208.97645
2002,510000,四川省,4725.0134,1027.62,1982.44,1865.06,21.1,40.7,38.2,5766,446853,271163,175690,1902.72,,,8673,,,2992,2944,111898,73943,,288482.1925,65159728256,500423.2784,,,63850.73972
2002,410000,河南省,6035.48,1288.36,2951.06,1929.31,20.9,47.8,31.3,6436,320316,211862,108454,1725.93,,,9613,,,3787,3593.9,71741,66524,,678042.1112,85485273239,1195488.906,,,153937.768
2002,360000,江西省,2450.48,535.98,951.77,962.73,21.9,38.8,39.3,5829,169447,105198,64249,889.04,,,4222,,,1112,2368.6,60696,36070,,157059.718,29560756343,303781.1961,,,34477.51758
2002,220000,吉林省,2348.54,446.17,978.37,821.58,19.9,43.5,36.6,8334,370248,176849,193398,834.23,,,2699,,,1657,3561.8,41095,38408,,284916.8559,44852989729,497423.9412,,,120033.3926
2002,370000,山东省,10275.4957,1390,5309.54,3852.52,13.2,50.3,36.5,11645,3393448,2110783,1282665,3483.31,,,9082,,,4759,2855.4,74029,73884,,1124353.845,1.42E+11,1927362.651,,,332618.7182
2002,230000,黑龙江省,3637.2,447,2169.15,1266.01,11.6,55.6,32.8,10184,434915,198665,236251,1046.17,,,3813,,,1752,5502.8,63046,57882,,664639.2976,86719734192,1147943.573,,,240223.798
2002,640000,宁夏回族自治区,377.1552,52.84,151.16,125.28,16.1,45.9,38,5804,44291,32818,11473,226.98,,,572,,,287,786.6,11245,11081,,73883.69408,13628443364,132214.2431,,,24449.20764
2002,630000,青海省,340.65,44.9,154.01,142.2,13.2,45.1,41.7,6426,19664,15100,4565,232.35,,,529,,,149,1091.9,24003,18484,,44520.11144,43525866743,75563.0902,,,15439.41589
2002,210000,辽宁省,5458.22,590.2,2609.85,2258.17,10.8,47.8,41.4,12986,2173965,1236656,937309,1605.55,,,4203,,,2189,3799.8,48051,47769,,512647.3629,71203992401,842808.0275,,,213605.3604
2002,650000,新疆维吾尔自治区,1612.65,305,672.1,621.18,19.1,42.1,38.8,8382,269170,130850,138320,800.09,,,1905,,,1800,2774.5,82929,62820,,361668.3944,1.48E+11,632999.2118,,,165280.5921
2002,460000,海南省,621.974,228.95,125.33,249.85,37.9,20.7,41.4,7803,186680,81930,104749,225.41,,,803,,,261,213.9,20876,11775,,93082.03734,11780273541,160060.5961,,,16892.22541
2002,330000,浙江省,8003.67,694,3982,3120,8.9,51.1,40,16838,4195576,2941068,1254508,3477.47,,,4647,,,2496,1300.1,45646,42759,,596820.2277,96810683324,1013291.8,,,189674.944
2002,350000,福建省,4467.55,664.78,2159.94,1857.29,14.2,46.1,39.7,13497,2839737,1737063,1102674,1253.08,,,3466,,,1350,1453.9,54155,41220,,343015.8059,54205802496,572961.6667,,,92233.26141
2003,310000,上海市,6694.23,90.64,3130.72,3029.45,1.4501,50.085,48.4,46718,11233955,4845296,6388659,2499.14,,,1711,,,2617,256.5,6484,6322,,272351.1151,42958740792,341884.502,,,255165.2181
2003,110000,北京市,5023.77,95.64,1311.86,2255.6,2.6109,35.8128,61.5763,32061,6850017,1688682,5161335,2169.26,,,1456,,,2758,1136.1,14453,14139,,301872.708,47031679330,418760.9843,,,249401.8017
2003,500000,重庆市,2272.82,336.36,977.3,936.9,15,43.4247,41.6296,7209,259476,158499,100977,1161.51,,,3130,,,1045,718.2,31407,22562,,113737.4208,21012053615,205742.9255,,,30625.25427
2003,220000,吉林省,2662.08,486.9,1143.39,892.33,19.3014,45.3255,35.3731,9338,614841,218228,396613,969.03,,,2704,,,1642,3561.8,43779,41362,,320400.614,47820521590,563150.3647,,,104877.3278
2003,130000,河北省,6921.29,1064.33,3657.19,2377.04,14.9936,51.5202,33.4862,10513,897825,592754,305071,2477.98,,,6769,,,4138,4744,65391,55682,,807085.9658,1.10E+11,1507991.294,,,187552.083
2003,610000,陕西省,2587.72,320.03,1133.56,944.99,13.3425,47.2596,39.3979,6480,278262,173414,104848,1200.68,,,3690,,,2192,2892.3,50019,44422,,301101.396,60016953579,559261.7412,,,82165.18671
2003,620000,甘肃省,1399.83,236.61,607.62,460.37,18.1366,46.5752,35.2882,5022,132714,87720,44994,619.82,,,2603,,,1062,2312.5,40293,30947,,161957.873,46416242289,289103.702,,,59659.13155
2003,420000,湖北省,4757.45,798.35,2580.58,2022.78,14.7796,47.7734,37.447,9011,510930,265537,245393,1809.45,,,6002,,,3063,2388.5,87813,69914,,273639.8462,50463614880,510967.8941,,,74754.55795
2003,230000,黑龙江省,4057.4,500.8,2532.45,1396.75,11.3047,57.1659,31.5293,11615,532940,287426,245514,1166.18,,,3815,,,1762,5483.7,65123,59599,,608297.8843,91916541905,1061874.322,,,192274.5589
2003,430000,湖南省,4659.99,886.47,1794.21,1958.05,19.1102,38.6789,42.2109,7554,373236,214585,158651,1590.32,,,6663,,,2881,2977.2,85233,39689,,220542.3891,40640527787,416661.8941,,,51543.09804
2003,210000,辽宁省,6002.54,615.8,2898.89,2487.85,10.259,48.2944,41.4466,14258,2650917,1457935,1192982,2076.36,,,4210,,,3561,4173.9,50095,49845,,563408.139,75848312044,961989.4627,,,239904.2469
2003,330000,浙江省,9705.02,728,4941,3726,7.7488,52.5918,39.6594,20147,6141081,4159497,1981584,4740.27,,,4680,,,2679,1249.9,46193,43436,,677187.9352,1.06E+11,1122399.914,,,270125.6687
2003,510000,四川省,5333.09,1128.61,2266.06,2061.65,20.6845,41.5309,37.7846,6418,563429,320871,242558,2336.34,,,8700,,,3004,2961.8,112543,75290,,312726.8248,70298580351,587079.2392,,,77682.54262
2003,460000,海南省,693.2,248.33,151.16,271.44,37.0128,22.5299,40.4573,8316,227492,86620,140871,280.02,,,811,,,426,221.7,20877,11894,,101438.8292,12856964397,182848.498,,,18654.04724
2003,360000,江西省,2807.41,560,1227.38,1043.08,19.7848,43.3633,36.8,6678,252806,150490,102315,1303.22,,,4254,,,2421,2298.2,61233,37791,,198004.3249,33801455904,359947.7647,,,56463.6694
2003,540000,西藏自治区,189.09,40.62,47.99,95.89,22.0163,26.0108,51.9729,6871,15986,12126,3860,133.96,,,270,,,20,,41302,9107,,17491.4034,66730315450,28625.56863,,,6960.561323
2003,150000,内蒙古自治区,2388.38,420.0993,973.9356,756.38,19.5357,45.2906,35.1737,8975,282902,115569,167333,1174.66,,,2380,,,1214,6202.6,74135,65157,,327838.1241,1.15E+11,573571.549,,,118273.7187
2003,370000,山东省,12078.15,1480.67,6656.85,4298.41,11.9064,53.5292,34.5644,13661,4463682,2655706,1807977,5315.14,,,9125,,,4601,3150.5,76266,76170,,1211271.749,1.55E+11,2136323.047,,,391892.1399
2003,640000,宁夏回族自治区,445.36,55.5,192,137.84,14.4029,49.8261,35.771,6691,65323,51195,14128,317.99,,,580,,,284,791.4,11916,11770,,84232.98149,15215243547,140831.549,,,26773.7195
2003,650000,新疆维吾尔自治区,1886.35,412.9,796.84,667.87,21.9907,42.4391,35.5702,9700,476986,254055,222931,973.39,,,1934,,,1726,2773.3,83633,64029,,398889.92,1.56E+11,677769.4745,,,159337.1391
2003,140000,山西省,2855.23,215.19,1389.33,852.07,8.7597,56.5552,34.6851,7435,309013,227202,81811,1100.86,,,3314,,,1634,3137.5,63122,60838,,532122.1926,84943183908,951214.5176,,,142086.5229
2003,350000,福建省,4983.67,692.94,2492.73,2046.5,13.3,47.6424,39.1138,14979,3532553,2113173,1419380,1496.37,,,3488,,,1504,1453.9,54876,42222,,370004.6469,58489760364,626645.7804,,,120565.5526
2003,410000,河南省,6867.7,1239.7,3551.94,2256.95,17.5879,50.3922,32.0199,7570,471217,297929,173288,2262.97,,,9667,,,2829,3654.2,73831,68739,,668656.4254,92479174822,1287973.749,,,145569.7358
2003,530000,云南省,2556.02,502.84,1069.29,893.16,20.3968,43.3738,36.2294,5662,266913,167659,99254,1000.12,,,4376,,,712,2340.3,166133,109300,,289920.7164,63179933805,528139.8078,,,83522.44045
2003,520000,贵州省,1426.34,298.37,579.31,478.43,22.0019,42.7185,35.2796,3603,98433,58798,39635,748.12,,,3870,,,1831,1900.1,45304,32352,,122456.259,25610717600,234050.6588,,,28779.40446
2003,440000,广东省,15844.64,1093.5191,7307.08,5225.267,8.0253,53.6265,38.4,17213,28352477,15284823,13067654,4813.2,,,7954,,,3645,2112.5,110253,99733,,1248055.176,2.02E+11,1822382.788,,,881606.5142
2003,320000,江苏省,12442.87,1106.35,6787.11,4567.37,8.8786,54.4676,36.6,16809,11361740,5911302,5450438,5233,,,7406,,,3454,1393.6,65565,56300,,949463.0774,1.70E+11,1575551.824,,,362289.3656
2003,450000,广西壮族自治区,2821.11,652.28,1007.96,1074.89,23.8482,36.8524,39.2994,5969,318675,196992,121683,921.3,,,4857,,,2000,2738,58451,45284,,252354.5122,42748389591,472337.2667,,,60594.48536
2003,630000,青海省,390.2,46.15,184.26,159.8,11.827,47.2207,40.9523,7277,33914,27389,6525,255.62,,,534,,,242,1091.8,24377,21568,,48672.50148,45569100029,83169.06275,,,17823.48521
2003,340000,安徽省,3923.1,732.81,1780.6,1458.97,18.5,44.8245,36.7279,6455,594781,306363,288418,1418.69,,,6410,,,2894,2219.7,69560,63374,,325445.458,55323832476,599460.3569,,,80787.53241
2003,120000,天津市,2578.03,89.66,1245.29,1112.71,3.6,50.8768,45.4602,26532,2934244,1434940,1499304,1039.39,,,1011,,,1037,666.3,10168,9901,,226210.3608,34902205257,338623.9647,,,133005.3141
2004,120000,天津市,3110.97,102.29,1560.16,1269.43,3.4889,53.2136,43.2975,31550,4202861,2085175,2117685,1245.66,1128.68,116.99,1024,,,1356,661.6,10514,10420,,268105.6602,38801804794,378698.6627,,,132073.378
2004,110000,北京市,6060.28,102.9,1610.37,2570.04,2.4023,37.5964,60.0013,37058,9457572,2056926,7400647,2528.21,2333,195.2,1493,,,3289,1124.6,14630,14404,,368418.3139,51250479759,450466.7843,,,241993.4346
2004,640000,宁夏回族自治区,537.16,65.13,239.42,155.8,14.2,52.0083,33.8438,7880,90821,64626,26195,376.2,316.83,59.37,588,,,370,791.9,12456,12325,,101239.8302,17053620806,183295.7686,,,35989.99578
2004,540000,西藏自治区,220.34,43.33,57.61,110.6,20.5,27.2,52.3,7779,19989,13022,6967,162.36,162.36,,274,,,23,,42203,10131,,21880.27849,69936699815,39129.98039,,,8351.676979
2004,130000,河北省,8477.63,1370.4,4635.23,2763.16,15.6282,52.8605,31.5113,12918,1352585,933926,418659,3218.76,2441.98,776.78,6809,,,3658,4671.5,70200,61735,,974880.2164,1.21E+11,1861734.165,,,258924.8148
2004,370000,山东省,15021.84,1778.3,8724.52,4987.91,11.4798,56.3209,32.1993,16925,6065822,3584452,2481370,6970.62,5418.55,1552.08,9180,,,4571,3262.5,77766,77757,,1447334.076,1.74E+11,2511151.686,,,465072.8851
2004,520000,贵州省,1677.8,334.11,714.66,543.13,20.9881,44.8935,34.1183,4215,151373,86660,64712,865.23,780.24,85,3904,,,1550,1890.6,46128,33850,,134377.027,27581472273,287045.3373,,,30685.68522
2004,610000,陕西省,3175.58,394.98,1416.82,1071.71,13.6979,49.1353,37.1669,7757,364238,239658,124581,1508.89,1378.46,130.43,3705,,,2468,3151.2,52720,47324,,383894.7331,66313102569,738218.2667,,,111150.6251
2004,360000,江西省,3456.7,711.7,1595.74,1188.5,20.3579,45.6455,33.9966,8189,352795,199475,153319,1713.2,1477.89,235.31,4284,,,1798,2274.4,61860,40554,,224897.8903,37916359401,429077.4431,,,72698.09273
2004,440000,广东省,18864.62,1245.42,8890.29,5903.75,7.7647,55.4276,36.8077,19707,35713062,19157104,16555958,5870.02,5029.44,840.57,8304,,,3760,2181.4,111452,101707,,1385070.958,2.23E+11,2008956.894,,,848033.1715
2004,320000,江苏省,15003.6,1315.38,8716.1069,5371.6777,8.5397,56.5865,34.8739,20705,17084901,8749422,8335478,6557.05,5008.21,1548.85,7433,,,3393,1606.4,78262,70141,,1084421.987,1.92E+11,1780354.914,,,404967.8545
2004,210000,辽宁省,6672,769.8962,3278.8848,2823.8711,11.2023,47.7092,41.0885,16297,3441086,1891351,1549736,2979.59,2580.28,399.31,4217,,,3261,4174.2,52415,52196,,667737.2214,82222673342,1177467.275,,,228159.4387
2004,330000,浙江省,11648.7,816,6045,4382,7.2578,53.7668,38.9754,23942,8520488,5813854,2706634,5781.35,3998.77,1782.57,4720,,,3226,1249.9,46935,44316,,737136.6053,1.17E+11,1232367.71,,,263574.7458
2004,410000,河南省,8553.79,1647.48,4515.35,2652.26,18.6893,51.223,30.0877,9470,661955,417464,244491,3099.38,2434.88,664.5,9717,,,3881,4090.3,75719,70901,,748811.1048,1.01E+11,1463696.478,,,167107.6783
2004,350000,福建省,5763.35,777.87,2950.33,2324.94,12.8507,48.7405,38.4088,17218,4752701,2939476,1813226,1892.92,1594.54,298.38,3511,,,1461,1453.9,56208,44594,,390820.707,63495285683,668189.3529,,,126669.0131
2004,150000,内蒙古自治区,3041.07,506.07,1332.4728,873.5345,18.6599,49.1311,32.2091,11305,372171,135446,236724,1787.95,1707.5,80.45,2384,,,1461,6337.3,75976,67421,,447729.7988,1.24E+11,835106.5686,,,158137.958
2004,450000,广西壮族自治区,3433.5,811.38,1288.26,1220.46,24.4384,38.8018,36.7597,7196,427722,238558,189164,1236.51,1094.62,141.89,4889,,,2291,2737.6,59704,47304,,259646.9007,46192656836,541900.1686,,,60932.9597
2004,500000,重庆市,2692.81,431.32,1181.24,1052.83,16.1822,44.3177,39.5,9608,385715,209075,176640,1537.05,1400.58,136.47,3122,,,1042,718.2,32344,24046,,128168.8783,23196345759,241715.149,,,39701.81703
2004,630000,青海省,466.1,57.81,227.06,180.86,12.4128,48.7536,38.8337,8606,57552,45476,12075,289.18,272.74,16.44,539,,,216,1090.3,28059,25322,,54441.418,47977106401,102709.1412,,,18663.49771
2004,460000,海南省,798.9,283.84,180.41,305.11,36.893,23.4494,39.6576,9450,340169,109255,230915,317.05,291.02,26.03,818,,,383,385.6,20873,11948,,111359.0762,13947714958,210258.2824,,,23546.06701
2004,510000,四川省,6379.63,1394.2583,2689.9955,2471.7596,21.2669,41.031,37.7022,8113,686699,397970,288728,2818.42,2322.91,495.52,8725,,,2891,2958,113043,76402,,351676.589,75888956863,716034.7216,,,103272.5731
2004,430000,湖南省,5641.94,1155.85,2214.41,2242,20.5951,39.4567,39.9483,9117,544352,310643,233708,2072.56,1679.39,393.17,6698,,,3179,2835.9,87875,44411,,271512.3583,45293735493,530770.1804,,,80123.9155
2004,340000,安徽省,4759.32,932.42,2169.82,1710.44,19.3742,45.0855,35.5403,7768,721156,393681,327474,1935.25,1613.01,322.24,6461,,,2604,2353.1,71783,65800,,373412.8512,60143510506,733801.2431,,,85067.14612
2004,140000,山西省,3571.37,253.37,1810.08,978.96,8.3279,59.4949,32.1771,9150,538249,403447,134802,1443.88,1315.21,128.67,3335,,,1592,3143.5,65813,63690,,692043.332,92645998277,1282365.714,,,213262.4003
2004,650000,新疆维吾尔自治区,2209.09,444.7,1010.07,745.38,20.2123,45.9091,33.8786,11199,563452,304627,258825,1147.15,1046.43,100.72,1963,,,1733,2763.3,86824,68104,,442224.1365,1.66E+11,777714.8157,,,172873.131
2004,230000,黑龙江省,4750.6,587.7563,3155.3325,1559.9154,11.0835,59.5008,29.4157,13897,678900,368068,310831,1430.82,1316.97,113.85,3817,,,1666,5564.9,66821,61303,,783557.7667,98343610490,1579467.804,,,201452.6446
2004,530000,云南省,3081.91,604.33,1314.19,1040.96,20.4201,44.4061,35.1737,6733,374117,223861,150256,1291.54,1112.97,178.56,4415,,,1504,2328.1,167050,110876,,297055.4777,67571690621,593685.5804,,,86101.48499
2004,220000,吉林省,3122.01,560.96,1379.31,1017.94,18.9628,46.6265,34.4107,10932,679045,171475,507570,1169.1,1059.35,109.74,2709,,,1737,3561.8,46796,44693,,381859.7363,51043596488,758263.4627,,,108161.3728
